Athena,"All things—Boss, are you SURE you were watching the right trial? Because I’m pretty sure I put on the WORST performance in history!",
Phoenix,"Well, it was… pretty touch-and-go for a while, admittedly.",
Phoenix,"But you kept the trial going, and gave your clients another fighting chance. I’d say that counts for something.",
Athena,"But what I said, what I did! You—you must be so ashamed of me…",
Phoenix,"Not at all, Athena. After all, I did the exact same thing the last time I was in Equestria.",sfx-huhlow.wav
Athena,W-WHAT?! You did?!,sfx-stab.wav
Phoenix,Yes.,
Athena,B-but why?,
Phoenix,…,
Phoenix,Being summoned to a new world in order to defend someone accused of murder… Just the idea alone is enough to throw anyone off their game.,
Phoenix,"Even so, I approached that trial like I would any other back in the day, and that naïveté cost me greatly.",
Phoenix,I was completely unprepared. Maybe more than I’d ever been. I was no match for the prosecution’s case against Rainbow.,
Phoenix,It all came to a head when the prosecution summoned a key eyewitness that could place Rainbow at the murder scene.,
Phoenix,"It seemed like an airtight, conclusive testimony at first, but the cross-examination revealed that it contained several contradictions.",
Phoenix,Contradictions that suggested the witness herself could be the true culprit of the murder.,
Phoenix,That witness…,
Phoenix,…was Fluttershy.,sfx-huhlow2.wav
Athena,"Wait, what?! F-Fluttershy?!",sfx-stab2.wav
Phoenix,Yep.,
Athena,"N-No, that can’t be true. There’s no way YOU would have done that. I-I mean, I know I only just met her, but she’s FLUTTERSHY! She’s too yellow and shy and—",
Twilight,"But it DID happen, Athena.",sfx-punch2.wav
Phoenix,"I was desperate. The judge was about to hand down the guilty verdict, and I needed a way to stop it from happening.",
Phoenix,"So, even though I was aware of the severity of the accusation… I indicted Fluttershy on the charge of murder.",
Athena,Boss... You didn't really think that...,
Phoenix,"That she was guilty? No, not in the slightest. But what I did made Twilight lose almost all of her faith in me.",
Phoenix,"Sure, I’d managed to prolong the trial for at least another day, but the cost was far higher than I could have expected.",
Athena,"Is… is that why you tried to stop me, Twilight?",
Twilight,"Yes. As you know, I was Phoenix’s co-counsel during that trial. I couldn’t believe he’d ever do such a thing.",
Twilight,"At the time, I thought he was really trying to accuse Fluttershy.",
Twilight,It wasn’t until later that I learned he was trying to find another way to save Rainbow.,
Twilight,I just wish it didn’t have to be THAT way…,
Phoenix,…,
Athena,"B-but that doesn’t matter, right? Because, in the end, you won!",
Phoenix,True… but what I did could have made us lose sight of something even more important than the trial’s outcome.,
Athena,Something even more important?,
Phoenix,The truth.,sfx-lightbulb.wav
Athena,The… truth?,
Athena,(What does he mean by that? Isn’t… isn’t that the same thing as fighting for someone’s innocence?),
Phoenix,...,
Bailiff #1,"Excuse me sir, I’m going to have to ask you to please return to your seat in the gallery. The attorney and her counsel need time to prepare their case before the trial resumes.",sfx-lightbulb.wav
Phoenix,"I’d better get going, then—wouldn’t want the bailiff to yell at me. Good luck, you two.",
Twilight,"Thank you, Phoenix!",
Athena,"I… Thanks, Boss.",
Twilight,Athena.,
Athena,"Y-yeah, Twilight?",
Twilight,"I know you regret accusing Zecora, and I am thankful that you apologized to her.",
Twilight,"However, what happened during the trial, it… just reopened some old wounds.",
Athena,"I’m really sorry, Twilight.",
Twilight,"Even so, I can’t dwell on what’s already past.",
Athena,!?,sfx-lightbulb.wav
Twilight,"I said last night that I would stand with you in court, and that’s exactly what I intend to do.",
Twilight,"If we want to save Turning Page and Scootaloo, we should focus on the rest of the trial. After that, we can work things out between us.",
Athena,Right.,
Twilight,"Besides, I think it’s about time we asked those two some questions.",
Athena,Huh?,
Athena,Oh! Scootaloo! Turning Page!,sfx-lightbulb.wav
Scootaloo,H-hey…,
Turning,"Hello, Princess Twilight. Ms. Cykes.",
Athena,Are you guys okay?,
Scootaloo,"Yeah, we’re fine. It’s just… this whole trial thing is kind of exhausting.",
Athena,(No arguments here…),
Twilight,"If you think you’re up to it, we’d like to ask you more about the case. There are still a lot of blank spots to fill in, after all.",
Turning,Sure. I’ll do everything I can to help! Ask us anything!,
Twilight,"Well, first I’d like to ask YOU to clarify something for us, Turning Page.",
Turning,Yes?,
Twilight,"Apple Bloom mentioned yesterday that, after you all went for lunch on the day of the incident, your mother found you and hurried you away.",
Turning,"That’s… that’s right, yes.",
Twilight,Can you tell us why?,
Turning,"You’ve probably already figured it out, but… it was because of what I did. Like always, it seems…",
Athena,!?,sfx-lightbulb.wav
Athena,(It… seems?),
Twilight,"It has something to do with Diamond Tiara and Silver Spoon, doesn’t it?",
Turning,"Diamond Tiara, to be specific.",
Turning,"When I attacked her earlier that day, her dress got dirty. She told her mom about what happened, and then they went to see my mom.",
Athena,(Right. This is all stuff we heard in the trial earlier.),
Turning,"After Mom heard about what happened, she went to go find me. She was really mad, and wanted me to apologize to Diamond Tiara and her mother.",
Turning,Hmph! I don’t see why I should have to. I...,
Turning,"I don’t regret what I did, not one bit!",sfx-punch2.wav
Turning,A true member of the Royal Guard should never have to apologize for doing the right thing!,
Scootaloo,"I’m sorry, Turning…",
Twilight,"What about the money, though? It wasn’t just an apology Spoiled Rich wanted.",
Turning,Y-yeah. I know. That whole discussion happened after Mom brought me back home.,
Turning,"Diamond and her mother came over so I could formally apologize, and that’s when Mrs. Rich demanded my mom pay her back for the dresses.",
Turning,"Before I could even try anything, Mom sent me away. She forced me to stay in my room the whole time they were talking. I overheard everything, though.",
Turning,"I couldn’t believe Mom agreed to pay back the bits. We don’t have that kind of money! If only she would’ve let me at that mare, I would’ve—",
Athena,"Sorry, did you say Mrs. Rich AND Diamond Tiara came over to your house?",sfx-huh.wav
Turning,"Yeah, why?",
Athena,"Could this…? Wait, no…",
Twilight,"No, go ahead, Athena. Have you thought of something?",sfx-lightbulb.wav
Athena,"Well, umm… I guess. You think maybe Diamond Tiara… could’ve planted the magazines at that point?",sfx-huh.wav
Twilight,"It DOES line up very nicely with our theory. I assume you didn’t see anything, Turning Page?",
Turning,Y-Yeah. I was in my room the whole time after apologizing.,
Turning,"I don’t know what happened in the house after that, aside from the conversation between my mom and Mrs. Rich.",
Twilight,"Well, without Turning Page’s testimony it’s unfortunately not conclusive. I doubt Fair Devotion saw anything, so at this point it’s still only a theory.",
Athena,"(That clears up that mystery for now, I hope. Now for another one… )",
Athena,"Turning, Scootaloo, can I ask you two something else?",
Scootaloo,"W-what is it, Ms. Cykes?",
Athena,What actually happened that night in the forest? When you arrived at the blackmail site?,
Scootaloo,"Um, sure. We can tell you about that. Right, Turning?",sfx-lightbulb.wav
Turning,Yeah.,
Athena,So what happened?,
Scootaloo,"You kind of figured this out yesterday, but there WAS a fight there. Between Turning Page and me, and Diamond Tiara and Silver Spoon.",
Twilight,"Could you go over it for us? Any details you can remember will help, even if they’re small, or might not seem important.",
Scootaloo,Well…,
Scootaloo,"We got there at exactly 10:00, but it looked like we were the only ones to arrive.",
Scootaloo,Here we are. This is the meeting place.,
Turning,"Are you ready, Scootaloo?",
Scootaloo,Y-yeah. We just have to make sure we get what we came here for. Can you pass me the roll of golden silk?,
Turning,Are you sure? I can keep holding it with my magic—,
Scootaloo,"I know, but… Now that we’re here, I feel like it’s my responsibility.",
Turning,All right…,
Scootaloo,"Thanks, Turning. Now, where are they—Ah! Turning, get back! If they see your face, they’ll freak!",sfx-stab2.wav
Diamond,"Well, well, well! Looks like you DO have brains in those heads of yours, after all! Or two of you, at least!",sfx-lightbulb.wav
Silver Spoon,Which one of you was too scared to come? Let me guess!,
Scootaloo,"Ha, ha. Knock it off, you two. It’s Scootaloo. I’m here by myself, with umm… an escort! Now give me our stuff back!",
Diamond,Scootaloo? Ha! How hilarious! YOU were the only one who didn’t chicken out?,sfx-punch2.wav
Silver Spoon,"You see, it’s funny because she-",
Turning,"Ms. Scootaloo told you to knock it off! Now hand over everything you stole, villains!",sfx-lightbulb.wav
Diamond,Hm?! Wait… YOU! You brought HIM with you?!,sfx-punch2.wav
Silver Spoon,Huh. Why him?,sfx-huh.wav
Scootaloo,Does it matter? Let’s just get this over with.,
Diamond,"Tch! Do you have it, then?",
Scootaloo,"Yes. You can have your stupid golden silk, all right? Now give us our stuff back, like you promised!",
Diamond,...,
Diamond,I don’t know. It seems like you didn’t fully honor our deal.,
Scootaloo,What?! What are you talking about?!,sfx-damage.wav
Silver Spoon,DT?,
Diamond,"You read the letter, didn’t you? Then you would have known we expected all THREE of you to come, not just one of you!",
Diamond,"And not only that, you decided to bring somepony ELSE along! That wasn’t allowed, according to our demands! Isn’t that right, Silver Spoon?",
Silver Spoon,"Hm? Oh! Yes, exactly! Of course!",sfx-lightbulb.wav
Scootaloo,"Actually, Diamond Tiara, your letter didn’t say anything about that.",
Diamond,Wh-?! You brought that WITH you?!,sfx-punch2.wav
Scootaloo,Uh-huh. I thought you might try to pull something like this. All your letter says is to come here without any adults.,
Scootaloo,"It doesn’t say it has to be all three of us, or that we can’t bring anypony else along.",
Diamond,Argh!,
Scootaloo,I brought you what you wanted! That should be–!,
Scootaloo,HEY!,sfx-damage.wav
Turning,Scootaloo!,sfx-punch2.wav
Diamond,I don’t think you understand how this works.,
Diamond,"I don’t CARE what the letter says! I’M the one in charge here, and you’ll do as I say!",
Diamond,"And as far as I’M concerned, you broke the rules.",
Scootaloo,Grrr…,sfx-punch2.wav
Diamond,"Tell you what, though. If you go on back and get us another roll, maybe we’ll think about giving you your stuff back! We’ll stay here, don’t you worry!",
Silver Spoon,"DT, we don’t really need two, though, do we? A-and it’s getting darker already…",
Turning,"Rgghh! First you blackmail the Cutie Mark Crusaders, and then you won’t even hold up your end of the deal! You…",
Turning,You have no sense of honor! You’ll pay for this!,sfx-furious.wav
Turning,Hiyaaah!,
Diamond,Aaagh!,sfx-stab2.wav
Turning,"I swung my sword at Diamond Tiara, and she fell onto Silver Spoon. She dropped the fabric, and knocked Silver’s glasses off at the same time.",
Scootaloo,"At that point, Turning Page told me to take the scooter, fabric, everything, and flee the scene with them. I quickly scrambled to gather everything up.",
Scootaloo,"But because I was in a hurry, I forgot to pick up the blackmail letter. I dropped it when Diamond Tiara grabbed the fabric from me.",
Scootaloo,"Once I had everything else, though, I was ready to leave. I… I wanted to stick around and make sure he would make it out alright, but he insisted he’d be fine. So, eventually, I did.",
Turning,"It was a good thing, too, because by then the two fillies had recovered. Diamond Tiara was furious, but because of that, she didn’t watch where she was going.",
Turning,"Right as she attempted to follow Scootaloo, she stomped on Silver’s glasses, breaking them.",
Turning,"But they were still coming. I could have hit them again, but had an even better idea. Using my magic, I grabbed Diamond Tiara’s little tiara and chucked it into the gorge.",
Turning,That did the job. Diamond Tiara screamed and dragged Silver Spoon down the stairs after it. And that was when I left.,
Scootaloo,And that’s it. That’s everything that we know about what happened at the castle that night.,
Athena,(I… I don’t even know where to begin with all that…),
Twilight,What I’d like to know is why you kept this from us.,
Twilight,"I know you didn’t have time yesterday, but what about this morning? This would have been helpful to know before the trial.",
Athena,"Or even earlier in court, in fact, when we tried to establish exactly when and how you two left the scene.",
Scootaloo,"T-there’s a reason for that, actually.",sfx-huh.wav
Athena,"What’s the reason, then?",
Scootaloo,"Well… it was because of Princess Luna. She told us to keep quiet about it. How we both left the scene, I mean.",
Athena,!?,sfx-lightbulb.wav
Twilight,What?!,
Athena,"Wait! So you mean… when you spoke with her earlier this morning, she told you not to mention that, even to us?!",
Turning,"Not exactly. She—ah! I mean, Princess Luna said we should tell you before the trial began, but we shouldn’t say anything in court.",sfx-lightbulb.wav
Turning,"At least, not until something could prove the scooter had left the scene at one point. Otherwise, it would have looked like a lie, since the scooter was found AT the scene.",
Turning,"We did want to tell you about everything this morning, but, as soon as we got to this lobby… Well, you know what happened…",
Scootaloo,…,
Athena,(So Luna was trying to help us before the trial even started…),
Twilight,That was… rather smart of her. It’s almost eerie how she knew…,
Twilight,It makes me wonder what’ll happen when we step back inside the courtroom. If there’s anything else Luna has anticipated…,
Athena,"(I’m not sure how to feel, knowing that. If she knew from the very beginning what direction we needed to take, what else does she know?)",
Athena,"Out of curiosity, Scootaloo, how far did you get on your scooter? And how did it end up back at the crime scene?",
Scootaloo,Well… I can’t really say. I was so scared being in the forest that I couldn’t keep track of how far I got.,
Athena,"Well, then, how fast can you go on your scooter? Maybe we can estimate the distance based on that.",
Scootaloo,"Hmm… If I’m on my scooter, I’d say I can usually shave off about a third of how long it’d usually take on hoof. But that’s about as accurate I can get. Sorry.",sfx-lightbulb.wav
Athena,That's all right. When would you say you left the blackmail site itself?,
Scootaloo,"Umm, I don’t really know… Maybe… about five minutes after we got there?",sfx-lightbulb.wav
Athena,"(So… at around 10:05, then.)",
Athena,"(It normally takes 15 minutes to walk from the castle to Zecora’s hut, so it would’ve taken Scootaloo about ten.)",
Athena,"(She’d pass by at around 10:15, which means Zecora wouldn’t have seen her go by...)",
Twilight,"Turning Page, when did you leave the scene?",
Turning,About a minute after Ms. Scootaloo.,
Twilight,"And you went the same way she did, right?",
Turning,R-right…,
Twilight,Does that mean you were the shadowy figure that Zecora saw?,
Turning,Y-yes… that was me.,
Athena,"Did you see Scootaloo, or anything else out of the ordinary, while leaving? Maybe someone carrying the scooter back to the scene?",
Turning,"I’m… afraid not, Ms. Cykes…",
Athena,Really? Then… how did the scooter get back to the crime scene?,
Bailiff #2,"Defendants! Attorney! The trial is about to resume! Head back inside, on the double!",sfx-lightbulb.wav
Athena,Looks like we’ll have to figure that out later.,
Twilight,"Scootaloo, Turning Page. You two head on in first. Okay?",
Scootaloo,"O-okay, Twilight. Come on, Turning.",
Twilight,"Well, I guess we’d better go in, too. You ready, Athena?",
Athena,"About as ready as I can be, I suppose. Let’s go, Twilight.",
Private Eye,"Pardon me for interrupting, Princess Twilight, Ms. Cykes.",sfx-lightbulb.wav
Athena,Private Eye?,
Athena,(What’s he doing here?),
Private Eye,"Sir, might the defense have a moment longer before they enter the courtroom? It’s urgent.",
Bailiff #2,"… I don’t get paid extra to babysit tardy lawyers, y’know. But fine. A few minutes, maximum.",
Private Eye,"Splendid! Thank you, sir.",
Twilight,"What do you mean by “urgent,” Private Eye?",
Private Eye,I have some things here you would do well to look through.,
Private Eye,"First, are you aware of the clearing in the forest between the crossroads and Zecora’s hut?",
Athena,"I see it, yeah. Right here? What about it?",
Private Eye,"An investigation was recently performed there, and traces of a wiped bloodstain were found. You can see it right here in this photograph.",
Twilight,And… do you know who the blood belongs to?,
Private Eye,"I do. The blood has been identified as belonging to the victim, Royal Order.",
Athena,What?! Really?,sfx-punch2.wav
Private Eye,"The tests confirm it, Ms. Cykes. The blood is, without question, that of the victim’s.",
Twilight,I can’t believe it…,
Athena,"This changes so much! Thank you, Private Eye!",
Private Eye,"You needn’t thank me, Ms. Cykes. I am simply the messenger.",
Twilight,You mean…somepony else was responsible for this investigation?,sfx-lightbulb.wav
Private Eye,"Indeed, Princess. A… mutual acquaintance of ours, you might say.",
Twilight,A mutual acquaintance?,sfx-huh.wav
Twilight,"So, did this… mutual acquaintance… find anything else?",
Private Eye,"Two things, as a matter of fact. This was found near the crossroads. Take a look.",
Twilight,T-This is—,sfx-damage.wav
Athena,The broken handlebar… from Scootaloo’s scooter!,
Twilight,You say this was found near the crossroads?,
Private Eye,"That is correct. Specifically, it was found concealed within the underbrush. It seems my team missed it during our investigation of the woods.",
Athena,"If the handlebar was found at the crossroads, then I guess that answers the question of how far Scootaloo made it on her scooter.",
Twilight,And it broke off somehow after she got there…?,
Athena,(But… how would it have broken?),
Twilight,"What’s the second thing you have for us, Private Eye?",
Private Eye,"This, Princess.",
Athena,Uh… A piece of wood? What’s so special about that?,
Twilight,Ah! Is that what I think it is?!,sfx-lightbulb.wav
Private Eye,"Indeed, Princess. It’s a timberwolf fang.",
Athena,A what?!,sfx-huh.wav
Private Eye,This was found in front of the Nightmare Night statue.,
Private Eye,"We didn’t think anything of it at first, but our mutual acquaintance realized it possessed the same enchantment found in timberwolves.",
Private Eye,"As to why it was at the statue, or if it’s related to the current incident, I can’t say for certain.",
Twilight,...,
Athena,(Wow! What a haul! I sure hope I can meet this pony so that I can thank them for all of this! Now we just have to make it count!),
Athena,"Thank you for delivering all of this to us, Private Eye. We appreciate it.",
Private Eye,"You are very welcome, Ms. Cykes. I wish you both the best.",
Twilight,"Oh, before you go, Private Eye. Can you do something for me?",sfx-lightbulb.wav
Private Eye,"Certainly, Your Highness.",
Twilight,"Could you contact this “mutual acquaintance” for us? I’m not sure if it’ll lead to anything, but I’d like for the crossroads to be tested, forensically.",
Private Eye,"I’ll get to work immediately, Princess.",
Twilight,"Thank you, Private Eye.",
Bailiff #2,"Are you about done over there? Tick tock, you two!",sfx-punch2.wav
Athena,"Y-yes! Sorry, we’ll be right there! Come on, Twilight, we’d better hurry.",
Twilight,Right!,
Rainbow,WHAT?! You guys seriously believe her?! There’s no way she’d help us!,sfx-punch2.wav
Sonata,*clears throat*,
Sonata,"I AM right here, you know.",
Rainbow,Unfortunately…,
Twilight,"Rainbow! Come on, can’t you see she’s trying to atone for what she did?",sfx-damage.wav
Spike,"Let’s just… calm down, okay? No need to start getting nasty, right?",
Sonata,"I’m not here for an argument, Ms. Dash. I want to help. As much as I wish I could, I can’t undo what I’ve done.",
Sonata,All I can do is simply repent for my actions by helping those in need of it.,
Sonata,"I understand if you can’t forgive me. But please, at least believe me when I say that I’m not the same mare I once was.",
Rainbow,Grgh!,
Rainbow,"I don’t have to believe a word you say, and I NEVER will! C’mon, squirt! Let’s go!",sfx-punch2.wav
Scootaloo,B-but…,
Rainbow,"Don’t tell me you’re buying this, too?",sfx-huh.wav
Rainbow,"She’s a liar, kid!",
Rainbow,And a criminal! She’s the one who set me up last time!,
Scootaloo,I…,
Scootaloo,"....I know what happened, yeah.",
Scootaloo,"But I believe her! She offered to defend me! And now she’s helping us fight for Sweetie Belle, too!",
Scootaloo,"So, please! Trust her! Please, Rainbow Dash?",
Rainbow,...,
Twilight,Rainbow?,
Rainbow,"The rest of you might have fallen for her lies, but I won’t!",
Rainbow,So I’ll catch you guys later…,
Rainbow,.....when you’ve ditched HER!,
Scoots & AB,…,
Apollo & TS,...,
Spike,That couldn’t have gone any worse…,
Athena,"(So much anger… and…a twinge of sadness. Because nobody shares the same feelings as her, I wonder?)",
Sonata,It may have been better had I simply not accompanied you all here…,
Apollo,"No. It’s not your fault, Sonata. She just needs time. To forgive, I mean.",
Fluttershy,Umm… is everypony okay?,
Spike,"Hey, Fluttershy! Y-yeah, we’re alright, thanks.",sfx-lightbulb.wav
Fluttershy,"It’s just, well, we saw Rainbow Dash flying away, and she was very mad.",
Pinkie Pie,She looked like she was going to explode. And not in a happy “I’m so excited!” way.,
Applejack,"Yeah, we know, gals.",
Twilight,"Where have you two been, by the way? You disappeared right after the trial, Fluttershy.",
Twilight,"And Pinkie, we haven’t seen you since yesterday. And you both look exhausted. Which is saying a lot for you, Pinkie.",
Pinkie Pie,O-oh! Y-you think? Hehe…,sfx-huh.wav
Applejack,"Oh, you know how it is, Twi! Everypony’s busy these days!",sfx-huhhigher.wav
Twilight,"That doesn’t answer my question, though.",
Applejack,"Anyway, how about a glass of juice for ‘em? They look parched!",sfx-stab2.wav
Rarity,"Yes. I could do with a drink myself, darling! If it’s not too much trouble, of course?",
Twilight,"Erm… no, it’s… fine. Just give me a minute.",
Twilight,Athena?,
Athena,"Yeah, Twilight?",
Twilight,Why don’t we fill everypony in on where we’re at with the investigation?,
Athena,Right!,
Athena,"(Better than lingering on what just happened, I guess…)",
Athena,"So, we know a lot more about the victim, as well as several other relevant ponies involved in this case.",
Athena,"Royal Order, Fair Devotion, Sugar Stamp. I think I finally have a handle on all of them now.",
Scootaloo,That’s great!,
Apple Bloom,Just what I’d expect from a lawyer who can save two ponies at once!,
Athena,But… I don’t know what to think of Sweetie Belle.,"sfx-lightbulb.wav,sfx-huh.wav"
Scoots & AB,Huh?!,sfx-hit1.wav
Rarity,"W-what do you mean, Ms. Cykes?",
Athena,"I just… don’t know what to do. I’m not convinced that I can even trust her, after everything that’s happened.",
Apple Bloom,"But why not?! Yeah, she’s been fibbing a bit, but that don’t mean you can’t trust her about this!",sfx-stab2.wav
Scootaloo,…,
Athena,"I’m sorry, Apple Bloom. But if I’m going to win in tomorrow’s trial, I need to be able to completely trust in my client.",
Athena,"So, don’t worry. I’m still going to defend Sweetie Belle. It’s just going to be a little bit harder, is all.",
Rarity,"I can’t thank you enough, Ms. Cykes. For agreeing to this, despite the circumstances.",
Athena,"You’re welcome, Rarity.",
Phoenix,Athena?,sfx-huhlow2.wav
Athena,"Yeah, boss?",
Phoenix,Can I have a word with you?,
Athena,"Um, sure. What’s up?",
Athena,(It’s never a good sign when your boss wants to “talk.”),
Phoenix,"Okay. It’s about today’s trial, and this case. I can see that you’re trying to prove yourself in some way.",
Athena,…Yeah. I guess I am.,
Phoenix,This whole “doing everything by yourself” attitude. I want you to drop it. Now.,
Athena,Huh?,
Phoenix,"You haven’t really been hiding it, Athena. You took on a case with two defendants at the same time and wanted to do it completely alone.",
Phoenix,"And while I was content to support you, today has made me realise that your mind is in the wrong place.",
Athena,W-what do you mean?,
Phoenix,"Like I said, wanting to do everything by yourself. It’s causing more harm than good, and will continue to do so if you keep forcing yourself like this.",
Athena,You mean like when I thought I had to accuse Zecora… don’t you?,
Twilight,…,
Phoenix,… Yeah.,
Athena,"But… How am I supposed to get any better? Both you and Apollo are amazing defense attorneys! And then there’s me, limping behind.",
Apple Bloom,Athena…,
Athena,I just want to be a good attorney.... one I can be proud of.,
Athena,One YOU can be proud of.,
Athena,"One that can take on cases without having to rely on everyone’s help, like you.",
Phoenix,"Athena, I don’t know what sort of image you have of me in your head, but that couldn’t be further from the truth.",
Athena,Huh?,sfx-huh.wav
Phoenix,"Sure, I may be able to stand at the bench by myself from time to time.",
Phoenix,But that doesn’t mean I don’t ever need help.,
Phoenix,"No matter the trial, there’s always an ally to be found somewhere.",
Phoenix,"It might be a friend by my side, a prosecutor who wants to make the truth known, a witness willing to give an honest testimony, or a fair judge.",
Phoenix,"So you see? I’m rarely, if ever, alone in the courtroom.",
Athena,"I… I dunno, Mr. Wright. It’s easy for you to say that, but I feel like if I don’t at least try things by myself sometimes, I won’t get anywhere.",
Phoenix,…,
Phoenix,"Let me tell you something, Athena. About the one trial where I was truly alone, and how it turned out.",
Apollo,Wait! You don’t mean..!,
Trucy,…,
Phoenix,I do. I’m talking about the trial that got me disbarred.,
Athena,!,sfx-lightbulb.wav
Sonata,You were… disbarred?,
Phoenix,I was.,
Twilight,"I know you mentioned that you were disbarred, but you never actually gave the reason for it. I didn’t want to pry.",
Phoenix,"Thank you, Twilight. It’s… not a very pleasant memory.",
Athena,What happened?,
Phoenix,I was there by myself. No co-counsel.,
Phoenix,"The prosecutor was a complete stranger, and one that didn’t trust me, either.",
Phoenix,The star witness cared more about their own affairs than giving a decent testimony.,
Phoenix,"Of course, I didn’t think much of it.",
Phoenix,"I was arrogant, and I thought I could handle all of it.",
Phoenix,"And in the end, I paid the price.",
Sonata,What was it that caused you to get disbarred?,
Phoenix,I presented forged evidence.,
,WHAT?!,sfx-shocked.wav
Twilight,N-no! That’s… That had to have been a mistake!,
Apollo,It was. Mr. Wright didn’t know about it at all. He thought it was a legitimate piece of evidence.,
Phoenix,Except I had no proof I didn’t know. So they stripped me of my badge regardless.,
Athena,"I had no idea about any of that. I mean, I knew you were disbarred. We met when you weren’t a lawyer, after all. But I can’t believe it…",
Phoenix,"And then, there was the time I met Apollo.",
Apollo,W-what? Me?,
Phoenix,"When you defended me, remember? And… what I had to do in order to trap the one responsible for me losing my badge.",
Apollo,Ngh… Mr. Wright. Do we need to bring that up?,
Athena,What are you talking about? Bring what up?,
Phoenix,"When he was my attorney, I gave Apollo evidence to use in his first trial, to force the killer to admit to the crime.",
Phoenix,"Only this time, it was evidence I really did… forge.",
Everyone,…,
Rarity,"Is that true, Mr. Wright?",
Phoenix,Yes. Sadly.,
Sonata,…,
Phoenix,"Do you see my point, Athena?",
Phoenix,"How one mistake, made while trying to go it alone, can lead you down a path you’d never imagined yourself going down?",
Phoenix,One you still regret to this day?,
Phoenix,"Because the truth is, I’m worried.",
Phoenix,That you’ll make a similar mistake and ruin your life like I nearly did.,
Athena,"I… I understand. Thank you, Boss. I’m… I’m sorry to have been so boneheaded.",
Phoenix,"It’s okay, Athena.",
Athena,"I mean it, though. I can tell that you’re being serious.",
Phoenix,Heh.,
Phoenix,"I’m a real whirlwind of emotions right now, I’m guessing?",
Athena,"Yeah. I’ve never seen, or heard, you like this before.",
Athena,So I promise that I’ll take what you said to heart.,
Athena,(For Mr. Wright to reveal something like that… I can’t go against what I’ve just said.),
Athena,(So that’s it. No more self-pity. No more stubbornness. No. More.),
Athena,(So that’s it. No more self-pity. No more stubbornness. No. More.),
Phoenix,"Sorry for making things a little awkward, everyone.",
Applejack,"Ain’t nothing you gotta apologize for, Phoenix. Talking about something like that takes courage. That’s mighty admirable.",
Sonata,It’s getting quite late. I think I’d better be off for now.,
Twilight,"Oh, no. Don’t worry, Sonata. You can stay here.",
Sonata,It’s fine. I have a room at the Hay and Stay hotel.,
Pinkie Pie,"Wow, you’re a regular… err… regular at that place, aren’t you?",
Sonata,"When I’m not in prison, at least. I do enjoy it there, admittedly.",
Applejack,"I reckon we’re gonna head off, too. If these two gals are gonna be at the trial tomorrow, they’ll need some shut-eye. Ready, you two?",
Apple Bloom,"Sure thing, sis.",
Scootaloo,Uh-huh.,
AB & Scoots,See you all tomorrow!,
Athena,"Good night, you two. Sleep well!",
